title,images,url,price,time,person_type,city,metro,address,nedvigimost_type,source,listing_type,total_area_sale,km_do_metro,region,city1,coords_lat,coords_lng,ad_type,object_type,total_area,floor,total_floors,property_type_rent,total_area_rent,floor_rent,year,building_type,room_floor,room_total_area,room_category,building_parking,room_finish,room_entrance,room_deposit,time_source_created,time_source_updated,is_actual,floor_sale,property_type_sale,district_only,metro_only,price_per_m2_rent,price_per_m2_sale,city_lng,city_lat,dist_km,price_per_sqm,month
"Помещение свободного назначения в Санкт-Петербург просп. Малый Васильевского острова, 67к1 (30 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-sanktpeterburg-malyy-vasilevskogo-ostrova-prospekt-2482168223-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-sanktpeterburg-malyy-vasilevskogo-ostrova-prospekt-2482142400-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-sanktpeterburg-malyy-vasilevskogo-ostrova-prospekt-2482142418-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-sanktpeterburg-malyy-vasilevskogo-ostrova-prospekt-2482168226-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-sanktpeterburg-malyy-vasilevskogo-ostrova-prospekt-2482180405-1.jpg'}]",https://www.cian.ru/rent/commercial/317286279,90000.0,2025-05-08 14:32:01,Частное лицо,Санкт-Петербург,Приморская,"просп. Малый Васильевского острова, 67к1",Сдам,cian.ru,Сдам,,1.583,Санкт-Петербург,Санкт-Петербург,59.938383,30.240625,Сдам,Помещение свободного назначения,30.0,1.0,5.0,Помещение свободного назначения,30.0,1.0,2025.0,Жилой дом,,,,,,,,2025-05-08 13:54:30,2025-05-08 14:11:37,1.0,,,Василеостровский,Приморская,3000.0,,59.9606739,30.1586551,3981.829434907261,3000.0,5
"Коммерческая земля в Санкт-Петербург дор. В Рыбацкое, 10к2 (30.0 сот.)","[{'imgurl': 'https://images.cdn-cian.ru/images/kommercheskie-zemli-sanktpeterburg-doroga-v-rybackoe-2465411223-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/kommercheskie-zemli-sanktpeterburg-doroga-v-rybackoe-2465475112-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/kommercheskie-zemli-sanktpeterburg-doroga-v-rybackoe-2465414276-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/kommercheskie-zemli-sanktpeterburg-doroga-v-rybackoe-2465475113-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/kommercheskie-zemli-sanktpeterburg-doroga-v-rybackoe-2465414279-1.jpg'}]",https://www.cian.ru/rent/commercial/316713983,6000.0,2025-05-08 12:28:51,Частное лицо,Санкт-Петербург,Площадь Мужества,"дор. В Рыбацкое, 10к2",Сдам,cian.ru,Сдам,,11.917,Санкт-Петербург,Санкт-Петербург,59.985048,30.479119,Сдам,Коммерческая земля,30.0,,,Коммерческая земля,30.0,,2025.0,,,,,,,,,2025-04-24 11:54:20,2025-05-08 11:56:25,1.0,,,Красногвардейский,Площадь Мужества,200.0,,59.9606739,30.1586551,3975.6766228876886,200.0,5
"Офис в Санкт-Петербург Кузнечный пер., 19-21Б (11 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-kuznechnyy-pereulok-2470029145-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-kuznechnyy-pereulok-2470017822-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-kuznechnyy-pereulok-2470029931-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-kuznechnyy-pereulok-2470017712-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-kuznechnyy-pereulok-2470017821-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-kuznechnyy-pereulok-2470029216-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-kuznechnyy-pereulok-2470029155-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-kuznechnyy-pereulok-2489434798-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-kuznechnyy-pereulok-2489434758-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-kuznechnyy-pereulok-2489434921-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-kuznechnyy-pereulok-2489434924-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-kuznechnyy-pereulok-2489434992-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-kuznechnyy-pereulok-2489434981-1.jpg'}]",https://www.cian.ru/rent/commercial/312585553,29000.0,2025-05-14 22:31:32,Частное лицо,Санкт-Петербург,Владимирская,"Кузнечный пер., 19-21Б",Сдам,cian.ru,Сдам,,0.5,Санкт-Петербург,Санкт-Петербург,59.926097,30.356436,Сдам,Офисное помещение,11.0,5.0,6.0,Офисное помещение,11.0,5.0,2025.0,,,,,,,,,2025-01-20 19:06:38,2025-05-14 21:51:53,1.0,,,Центральный,Владимирская,2636.3636363636365,,59.9606739,30.1586551,3976.176916314093,2636.3636363636365,5
Офис (10 м²),"[{'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/13999248/a31c3513-bff1-4294-9f75-347e217fd26c/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/13881688/71b9327e-1b3a-4ce1-ba87-d9debfe3c936/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/14299828/3cfb44d4-4ff8-403a-9500-4557c4d405be/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/14615412/70a87c56-677d-4696-8e70-42e1a74d6331/large'}]",https://realty.ya.ru/offer/7727531063669934848/,11000.0,2025-05-14 18:59:09,Частное лицо,Санкт-Петербург,Ладожская,Индустриальный проспект,Сдам,realty.yandex.ru,Сдам,,15.583,Санкт-Петербург,Санкт-Петербург,59.960167,30.462572,Сдам,Офисное помещение,10.0,2.0,9.0,Офисное помещение,10.0,2.0,2025.0,,,,,,,,,2025-05-14 19:12:53,2025-05-14 19:12:53,1.0,,,,Ладожская,1100.0,,59.9606739,30.1586551,3974.4522516514194,1100.0,5
"Коммерческая земля в Санкт-Петербург ул. Тюшина, 5 (0.83 сот.)","[{'imgurl': 'https://images.cdn-cian.ru/images/kommercheskie-zemli-sanktpeterburg-ulica-tyushina-2488979600-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/kommercheskie-zemli-sanktpeterburg-ulica-tyushina-2488979542-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/kommercheskie-zemli-sanktpeterburg-ulica-tyushina-2488979677-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/kommercheskie-zemli-sanktpeterburg-ulica-tyushina-2488972954-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/kommercheskie-zemli-sanktpeterburg-ulica-tyushina-2488962659-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/kommercheskie-zemli-sanktpeterburg-ulica-tyushina-2488961299-1.jpg'}]",https://www.cian.ru/rent/commercial/317509406,48000.0,2025-05-14 16:40:54,Частное лицо,Санкт-Петербург,Обводный канал,"ул. Тюшина, 5",Сдам,cian.ru,Сдам,,0.417,Санкт-Петербург,Санкт-Петербург,59.917249,30.34951,Сдам,Коммерческая земля,0.83,,,Коммерческая земля,0.83,,2025.0,,,,,,,,,2025-05-14 15:43:53,2025-05-14 15:45:09,1.0,,,Центральный,Обводный канал,57831.32530120482,,59.9606739,30.1586551,3975.787767811001,57831.32530120482,5
"Помещение свободного назначения в Санкт-Петербург Туристская ул., 28к1 (90 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/2461571335-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2461571360-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2461571378-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2461571394-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2461571418-1.jpg'}]",https://www.cian.ru/rent/commercial/316576158,209970.0,2025-05-14 16:40:23,Частное лицо,Санкт-Петербург,Беговая,"Туристская ул., 28к1",Сдам,cian.ru,Сдам,,9.167,Санкт-Петербург,Санкт-Петербург,60.003241,30.209364,Сдам,Помещение свободного назначения,90.0,1.0,17.0,Помещение свободного назначения,90.0,1.0,2025.0,Помещение свободного назначения,,,,,,,,2025-04-21 14:43:26,2025-05-14 16:56:31,1.0,,,Приморский,Беговая,2333.0,,59.9606739,30.1586551,3988.013358792843,2333.0,5
"Помещение свободного назначения в Санкт-Петербург Лифляндская ул., 3В (183 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-sanktpeterburg-liflyandskaya-ulica-2487927802-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-sanktpeterburg-liflyandskaya-ulica-2487928141-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-sanktpeterburg-liflyandskaya-ulica-2487933667-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-sanktpeterburg-liflyandskaya-ulica-2487928027-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-sanktpeterburg-liflyandskaya-ulica-2487927973-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-sanktpeterburg-liflyandskaya-ulica-2487928195-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-sanktpeterburg-liflyandskaya-ulica-2487927972-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-sanktpeterburg-liflyandskaya-ulica-2487928268-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-sanktpeterburg-liflyandskaya-ulica-2487928158-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-sanktpeterburg-liflyandskaya-ulica-2487928300-1.jpg'}]",https://www.cian.ru/rent/commercial/317470919,164700.0,2025-05-20 20:32:42,Частное лицо,Санкт-Петербург,Нарвская,"Лифляндская ул., 3В",Сдам,cian.ru,Сдам,,1.25,Санкт-Петербург,Санкт-Петербург,59.906959,30.261682,Сдам,Помещение свободного назначения,183.0,5.0,5.0,Помещение свободного назначения,183.0,5.0,2025.0,Помещение свободного назначения,,,,,,,,2025-05-13 19:33:13,2025-05-20 19:36:21,1.0,,,Адмиралтейский,Нарвская,900.0,,59.9606739,30.1586551,3978.5915439230175,900.0,5
"Помещение свободного назначения в Санкт-Петербург ул. Ленина, 40 (30 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-sanktpeterburg-ulica-lenina-2487959572-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-sanktpeterburg-ulica-lenina-2487942999-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-sanktpeterburg-ulica-lenina-2487943020-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-sanktpeterburg-ulica-lenina-2487942994-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-sanktpeterburg-ulica-lenina-2487943014-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-sanktpeterburg-ulica-lenina-2487942996-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-sanktpeterburg-ulica-lenina-2487943008-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-sanktpeterburg-ulica-lenina-2487943006-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-sanktpeterburg-ulica-lenina-2487942991-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-sanktpeterburg-ulica-lenina-2483935993-1.jpg'}]",https://www.cian.ru/rent/commercial/317339048,105000.0,2025-05-20 20:32:35,Частное лицо,Санкт-Петербург,Чкаловская,"ул. Ленина, 40",Сдам,cian.ru,Сдам,,0.667,Санкт-Петербург,Санкт-Петербург,59.964201,30.298737,Сдам,Помещение свободного назначения,30.0,1.0,5.0,Помещение свободного назначения,30.0,1.0,2025.0,Жилой дом,,,,,,,,2025-05-10 17:33:03,2025-05-20 20:26:17,1.0,,,Петроградский,Чкаловская,3500.0,,59.9606739,30.1586551,3981.416789471176,3500.0,5
"Производственное помещение в Санкт-Петербург просп. Александровской фермы, 29Т (505 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495866816-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495866677-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495866676-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495866675-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2496104013-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495866718-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495866739-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495884830-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495866727-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495884826-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495866735-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495866700-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495866681-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495866812-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495866825-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495866827-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495866761-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495884827-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495866794-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495866698-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495866673-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495884828-1.jpg'}]",https://www.cian.ru/rent/commercial/317765698,963240.0,2025-05-20 18:27:14,Частное лицо,Санкт-Петербург,Ломоносовская,"просп. Александровской фермы, 29Т",Сдам,cian.ru,Сдам,,5.5,Санкт-Петербург,Санкт-Петербург,59.856939,30.439827,Сдам,Производственное помещение,505.0,1.0,1.0,Производственное помещение,505.0,1.0,2025.0,,,,,,,,,2025-05-20 15:18:51,2025-05-20 17:39:04,1.0,,,Фрунзенский,Ломоносовская,1907.4059405940595,,59.9606739,30.1586551,3967.528028366948,1907.4059405940595,5
"Производственное помещение в Санкт-Петербург просп. Александровской фермы, 29Ш (870 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495866564-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495866562-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495859606-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495866554-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495866558-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495866552-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495866622-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495866561-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495866604-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495866555-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495866556-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495866557-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495859599-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495880489-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/proizvodstvo-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495866559-1.jpg'}]",https://www.cian.ru/rent/commercial/317765197,1570000.0,2025-05-20 18:27:14,Частное лицо,Санкт-Петербург,Обухово,"просп. Александровской фермы, 29Ш",Сдам,cian.ru,Сдам,,1.667,Санкт-Петербург,Санкт-Петербург,59.856881,30.438677,Сдам,Производственное помещение,870.0,1.0,1.0,Производственное помещение,870.0,1.0,2025.0,Помещение свободного назначения,,,,,,,,2025-05-20 15:06:16,2025-05-20 17:38:52,1.0,,,Фрунзенский,Обухово,1804.597701149425,,59.9606739,30.1586551,3967.570528180255,1804.597701149425,5
"Офис в Санкт-Петербург просп. Александровской фермы, 29К2 (16 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495972300-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495972294-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495972252-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495972251-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495972259-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495983848-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495983850-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495972290-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495983844-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495983849-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495972289-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495972298-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2495972301-1.jpg'}]",https://www.cian.ru/rent/commercial/317769374,23500.0,2025-05-20 18:27:14,Частное лицо,Санкт-Петербург,Обухово,"просп. Александровской фермы, 29К2",Сдам,cian.ru,Сдам,,1.167,Санкт-Петербург,Санкт-Петербург,59.854237,30.442683,Сдам,Офисное помещение,16.0,1.0,2.0,Офисное помещение,16.0,1.0,2025.0,,,,,,,,,2025-05-20 16:31:10,2025-05-20 17:38:37,1.0,,,Фрунзенский,Обухово,1468.75,,59.9606739,30.1586551,3967.2063374581226,1468.75,5
"Офис в Санкт-Петербург просп. Юрия Гагарина, 32К3 (32 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-prospekt-yuriya-gagarina-2495762485-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-prospekt-yuriya-gagarina-2495762499-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-prospekt-yuriya-gagarina-2495800990-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-prospekt-yuriya-gagarina-2495801122-1.jpg'}]",https://www.cian.ru/rent/commercial/317762539,25800.0,2025-05-20 14:32:06,Частное лицо,Санкт-Петербург,Московская,"просп. Юрия Гагарина, 32К3",Сдам,cian.ru,Сдам,,1.083,Санкт-Петербург,Санкт-Петербург,59.851173,30.339557,Сдам,Офисное помещение,32.0,2.0,2.0,Офисное помещение,32.0,2.0,2025.0,,,,,,,,,2025-05-20 14:06:15,2025-05-20 14:06:18,1.0,,,Московский,Московская,806.25,,59.9606739,30.1586551,3971.185353293888,806.25,5
"Офис в Санкт-Петербург просп. Александровской фермы, 29АМ (45 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2407394234-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2407394231-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2407464949-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2407464950-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2407464978-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2407464973-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2407464944-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2407394183-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2407394188-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2407464943-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2407464955-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2407464969-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2407464971-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2407464982-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-prospekt-aleksandrovskoy-fermy-2407394233-1.jpg'}]",https://www.cian.ru/rent/commercial/313948948,72000.0,2025-05-20 14:32:06,Частное лицо,Санкт-Петербург,Обухово,"просп. Александровской фермы, 29АМ",Сдам,cian.ru,Сдам,,1.417,Санкт-Петербург,Санкт-Петербург,59.85468,30.440105,Сдам,Офисное помещение,45.0,2.0,3.0,Офисное помещение,45.0,2.0,2025.0,,,,,,,,,2025-02-20 13:14:46,2025-05-20 14:05:48,1.0,,,Фрунзенский,Обухово,1600.0,,59.9606739,30.1586551,3967.345135083435,1600.0,5
"Офис в Санкт-Петербург Гороховая ул., 45Б (60 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-gorohovaya-ulica-2401852510-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-gorohovaya-ulica-2402261597-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-gorohovaya-ulica-2401852509-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-sanktpeterburg-gorohovaya-ulica-2401689964-1.jpg'}]",https://www.cian.ru/rent/commercial/313703452,120000.0,2025-05-20 14:32:06,Частное лицо,Санкт-Петербург,Сенная площадь,"Гороховая ул., 45Б",Сдам,cian.ru,Сдам,,0.167,Санкт-Петербург,Санкт-Петербург,59.927355,30.321429,Сдам,Офисное помещение,60.0,3.0,3.0,Офисное помещение,60.0,3.0,2025.0,,,,,,,,,2025-02-14 17:47:55,2025-05-20 14:04:22,1.0,,,Адмиралтейский,Сенная площадь,2000.0,,59.9606739,30.1586551,3977.698633091103,2000.0,5
